Tag,Text
Positive,"অসাধারণ গল্প, - চমৎকার অভিনয়,, আর শামীম ভাই আমার প্রিয় অভিনেতা,, ওনার অভিনয় আমার হৃদয় ছোঁয়ে যায় । শামীম ভাইয়ের জন্য শুভ কামনা রইল।"
Positive,"শামিম ভাই বস,,,,  শেষটা অসাধারণ"
Positive,একটু বেশিই মজার ছিল....
Positive,দারুন ছিল
Positive,আসলে বাংলাদের নাটক অনেক #ভালো হয়
Positive,সেরা ছিলো
Positive,নাতকটা আসলেই খুব ভাল।
Positive,. মিনিট থেকে.. তামিম যা করল.. আলগা বিনোদন পাইছি.. তামিম এর..ড্রাইভার এর..অভিনয় দেখে আরো হাসি পাইছে...
Positive,ভালো জবাব নাই।
Positive,শামীম ভাউ তু গ্রেড হোঅানলিমিটেড হাসির নাটক আমার জীবনেও আমি এতো লম্বা সময়ে ধরে কখনো হাসি নিএক কথায় হাসির রাজ্যজয় নাটকটার শেষটা
Positive,ইউটিউবকে ধন্যবাদ। টিভিতে বিজ্ঞাপনের জ্বালায় তো নাটক দেখাই ছেড়ে দিসি! টিউবের কল্যাণে এমন অসাধারণ গল্পের নাটক দেখতে পেলাম। সকল কলাকুশলী ও অবশ্যই পরিচালককে বিশেষ ধন্যবাদ এমন প্রাণবন্ত নাটক উপস্থাপন করার জন্য!!
Positive,সত্যিইইইইই অনেক ভালো লেগেছে।
Positive,নিখুঁত অভিনয়+বাস্তবধর্মী একটি নাটক। শুরুর থেকে হাসি যেন থামছিলই না। অসাধারণ
Positive,নাটকটা ৩ বার দেখলাম। শামীম ভাই আপনি সেরা  ভালোবাসা নিয়েন
Positive,"এইটা বেস্ট ছিল, সামিম মামা, ইরফান ভাই পুরায় অাগুন!"
Positive,অনেকদিন পর কোন নাটক  প্রথম থেকে শেষ অবদি দেখলাম।ধন্যবাদ আপনাদের এত সুন্দর একটা নাটক উপহার দেয়ার জন্য
Positive,শামীম ভাইয়া তোমার অভিনয় টা অনেক সুন্দর হয়েছে আর
Positive,অসাধারন।
Positive,খুব ভাল লাগলো।
Positive,হমমমম। অনেকদিন পর একটা ব্যতিক্রমী concept ধারী নাটক দেখলা। just awosome.অবশ্য শামীম ভাই এর জন্য নাটকটা আরও বেশি humor এ ভরে উঠেছিল
Positive,ছিঃ মানুষের রুচি। এইসব নাটক ফেলে সিরিয়াল দেখে পাবলিকে। বিশ্বের সেরা নাটক বাংলাদেশেই হয়।
Positive,সবার অভিনয় জোস হয়েছেশামীম মানেই একটু অন্যরকমমনটা ভালো হয়ে গেল।
Positive,শামিম মাল টা ভালো।
Positive,আমার জীবনে দেখা শেরা নাটক এটা। দারুন উপভোগ করলাম।
Positive,অসাধারন
Positive,খুব মজা লাগল।। অনেক অনেক ভাল হইসে সবার অভিনয়।  গল্প টাও দারুন ছিল
Positive,"সত্যিই অসাধারন,, হয়ছে,,"
Positive,"সত্যিই অসাধারন,, হয়ছে,,"
Positive,২০১৮ সালের সেরা নাটোক।পুরো নাটক টাই বিনোদন এ ভরপুর। ডিস্লাইক দাতাদের জন্য কি বলবো বুঝতে পারছি না।তারা আদৌ কি সুস্থ?
Positive,সত্যি দারুন একটা নাটক...!!!
Positive,হাসতে হাসতে শেষ ভালো লাগছে
Positive,অসাধারণ লাগলো নাটক টা...? <বাংলাদেশ এর পরিচালক দের প্রতিভা অতুলনীয়
Positive,এত্তগুলা সুন্দর....
Positive,"কাওলা এরিয়া কে টাঙ্গাইল বলে দিলো, তাই তো বলি এত সুন্দর রাস্তা পাইছে কই"
Positive,ভালই লাগতেছে
Positive,"শামিম ভাই আপনার অভিনয় দারুন ছিল,বাকি সবাই অ ভাল করছে"
Positive,অনেক ভাল লাগল
Positive,পুরা বিনোদন
Positive,একদম নিখুঁত অভিনয়়। এইসব নাটক গুলা কেন যে চ্যানেল পায় না বুঝি ইই না। অন্তত্য এইটা চ্যানেল পাওয়া উচিত ছিল।
Positive,শামীম ভাই কি বলে বুজাবো। আমি আপনার সাচ্চা ফ্যান আছি থাকবো।আসলে বন্ধুত্বের স্বৃতি কখনো ভুলার নই।অসাধারন অভিনয় প্রতিবারের মতোই।শেষ মূহুর্তের দৃশ্যে আবেগময় হয়ে পড়েছিলাম।
Positive,শেষ কথা গুলা অসাধারন ছিল।
Positive,"পরিপূর্ণ গল্প,খুব ভাল লেগেছে। পরিচালককে ধন্যবাদ এত সুন্দর নাটক উপহার  ।"
Positive,"অসাধারন,,, নাটক,,,,শামীম ভাই,,,his the best"
Positive,জোস একটা নাটক....... সবাই ভালো অভিনয় করেছে.....স্ক্রিপ্টটা ভালো ছিল।
Positive,অসাধারণ নাটক
Positive,"শামীম ভাই যে অভিনয় করছে সেরা,,,এত্ত হাসি নাই ঈদের অন্য কোন নাটক দেখে। চিয়ার্স"
Positive,আমার দেখা সেরা নাটক.....
Positive,সেরা... হাসতে হাসতে পেট ব্যাথা হয়ে গেল...খুব মজা পায়ছি
Positive,শামীম ভাই এর শেষের কথা গুলো ছিলো অসাধারণ।
Positive,অসাধারণ গল্প।  একটুও মিস করিনি...
Positive,লাষ্টের দিকটা অসাধারণ
Positive,অসাধারণ একটি নাটক শামীম ও সাবিনা নূর অভিনয়টা ভেরি নাইস
Positive,সাবিলা সুন্দর অভিনয় ছিল (y)
Positive,Ziaur Haque polash  ধন্যবাদ আপনাকে এই রকম একটা নাটক উপহার দেওয়ার জন্য সব মিলে গরম মশলা।।।।।।।।।। ভালো ছিল
Positive,"ভাত রুমে ভালো,,,,,, নেট,,,"
Positive,"দারুন ছিল,,,,এরকম বড় ভাই,, আসলেই দরকার"
Positive,সত্যি অসাধারণ একটা নাটক।।শামিম ভাই.... u just really Amazing...  Love you
Positive,"নাটকটা ভাল ছিলো, তবে একটু বেশি লেন্দি হয়ে গেছে, ৪০ মিনিট মনে হয় বেটার ছিলো গল্পটার জন্য"
Positive,ভালো লাগলো!
Positive,নাটক টা যে বানাইছে শালা একটা মাল । ভালো লাগছে ।
Positive,নিঃসন্দেহে শামীম হাসান সরকার সেরা
Positive,ভালো লাগছে
Positive,"অসাধারণ একটি নাটক, পুরো ১ ঘণ্টা ৩৮ সেকেন্ড উপভোগ করেছি।"
Positive,"আজব ভাই,এই নাটক এর নাম ফ্রেন্ডস উইথ বেনিফিটস কেন দিল তাই বুঝলাম নাহ????বাট নাটক টা ভাল ছিলো! , নামকরণ টাই বুঝলাম না"
Positive,"অসাধারন একটা নাটক, তিন জনের অভিনয়  অসাধারন হয়েছে।"
Positive,পলাশের কাজ এতো ভালো হবে কল্পনাও করি নাই! তৌহিদের ফ্রেন্ড - সাদ্দাম।
Positive,ড্রাইভার সবচেয়ে ভালো লাগছে
Positive,ভাল লাগল।।দারুন
Positive,সাবিলা ইজ বেস্ট🤘🤘
Positive,১ঘন্টা পিউর বিনোদন
Positive,"সেরা একটা নাটক দেখলাম,অনেক ভাল লাগল।"
Positive,দারুন। ডিরেক্টরকে ধন্যবাদ।
Positive,এক কথায় অসাধারন
Positive,"পুরো ১ ঘন্টায় হাসলাম।ধন্যবাদ এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য,ভবিষ্যৎ এ এইরকম নাটক আরো চাই"
Positive,অসাধারণ হইছে
Positive,সকল অভিনেতা ও অভিনেত্রীদের অভিনয় ছিল সত্যিই মনোমুগ্ধকর। ধন্যবাদ সবাইকে।
Positive,ওভারএক্টিং মনে হইছে প্রত্যেকটা জায়গায়...
Positive,অনেক ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য।
Positive,চমৎকার একটি নাটক।
Positive,যুগের সাথে তাল মিলিয়ে অনেক সুন্দর নাটক। মাঝে মাঝে অনেক হাসি পেল নাটকইটি দেখে।
Positive,"খুব ভালো লাগলো, কিন্তু সাবিলা নূর আমার কানটা ঝালা পালা করে দিলো...!"
Positive,অসাধারণ একটা নাটক।শামীম সরকার ভাই যে নাটকে আছে ঐটা must view হবেই।
Positive,অনেক ভালো লাগলো
Positive,অসাধারণ
Positive,শামীম ভাইয়ের এত সুন্দর অভিনয় মুগ্ধ করার মত...
Positive,"শামীম হাসান সরকার একজন উচ্চমানের অভিনেতা, সব রকম চরিত্রে অভিনয় করার মত দক্ষতা আছে উনার, তবে ইরফান সাজ্জাদ ভাই এর অভিনয়ও আমার অনেক ভালো লাগে।"
Positive,আমার দেখা সেরা নাটক অনেক হাসলাম। শামিম তুমি বেস্ট ভাই
Positive,যখন শামিমরে দেখলাম তখন অন্য কিছু না খুজে এই নাটকটা দেখা শুরু করলাম। সেই রকম মজা পাইলাম।
Positive,শামীম ভাই যেখানে সেখানে তো মজা হবে! He is a Boss
Positive,শামীম ভাই তুমি বেস্ট
Positive,অনেক সুন্দর লাগলো শেষের অংশ টুকু
Positive,অসাধারন নাটক
Positive,অনেক মজার একটা নাটক এই ঈদের সবথেকে বেস্ট নাটক
Positive,এই ঈদের সেরা নাটক
Positive,দারুন অভিনয় দক্ষতা!
Positive,ভালো লাগার মত একটি গল্প শামিম ভাই অনেক অনেক শুভকামনা রইলো আপনার জন্য
Positive,বাংলা নাটক অফ দা ইয়ার।।।শামীম ভাইয়ের অভিনয়ে মাজা পাইছি বহুত।
Positive,শামিম ভাইয়া সেইসাজ্জাদ ভাইয়া ভালো একজন মানুষ
Positive,পুরা নাটকে শামিম ভাইয়ের অভিনয়টা খুব ইনজোয় করছিলাম।। অসাধারন শামিম ভাই।।।
Positive,এক কথায়  কথাই অসাধারণ
Positive,খুব ভাল লাগলো।।।
Positive,"অনেক সুন্দর নাটক,,,, সাবিল নূর তোমার অভিনয় অনেক উন্নতি হয়েছে"
Positive,নাটকটা দারুণ হবে পরে দেখবো...
Positive,শামিম অনেক সুন্দর  অভিনয়  করে
Positive,নাটকের সম্পূর্ণ সময়টাই উপভোগ করলাম। এককথায়  ছিল।।
Positive,এত সুন্দর স্ক্রীপ্টের জন্যই বাংলা নাটক আমার কাছে খুব ভালো লাগে। প্রতিটা চরিত্র খুব সুন্দরকরেই ফুটিয়ে তোলা হয়েছে।  just  I love it
Positive,খুবসুন্দর
Positive,Polash Vaiইউ আর গ্রেট ভাই
Positive,১ম ৫৬ মিন প্রচুর হেসেছি।এবং শেষের ৪-৫ মিন অত্যন্ত আবেগময় ছিল।One of the best natok I have ever seen....shamim vai tumi boss.....
Positive,অসাধারণ একটা নাটক
Positive,আমার কাছে ড্রাইভার সবচেয়ে ভালো লাগছে এত হাসতে হাসতে দম বন্ধ হয়ে যাচ্ছে শামীম ভাই তো বলার ভাষা নেই এত সুন্দর অভিনয় করছে সবচেয়ে ড্রাইভার একটা ভালো হইছে আর শামীম হাসিতে পারে জমাতে পারে পুরো নাটকটা পুরোপুরি নাটক টান শামীম জমে উঠেছে
Positive,খুব ভাল  লাগলো
Positive,এক কথায় অসাধারন মন ছুয়ে গেলো
Positive,অসাধারণ নাটক
Positive,বিউটিফুল
Positive,"খারাপ না ভালো """" তবে শামিমের আর সাবিলা নুরের অভিনয় অসাধারণ ছিলো।"
Positive,"অনুভূতি গুলা ভাষায়  প্রকাশ  করার মত না,এতো ভালো কমেডি ছিলো অনেক হাঁস  আজ অনেক অনেক  ধন্যবাদ সকল মেম্বারদে"
Positive,"সত্যি খুব ভালো লেগেছে, ছাজ্জাদ ভাই এবং সামিম ভাই ছাবিলা নূর, সত্যি অসাধারণ।"
Positive,অনেক অনেক অনেক ভাল্লাগছে
Positive,শামীম ভাই আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই
Positive,"মনটা ভালো করে দিলো, ফিনিশিংটা খুব মিষ্টি ছিলো"
Positive,শামীম ভাই খুব দারুন  আবিনেয় করো
Positive,"বুঝলাম না,ইংলিশ মুভির নাম নেয়ার কী অর্থ এত সৃজনশীলতার দেখানোর পর!"
Positive,শামীম ভাইয়া অনেক ভালো
Positive,"দারুন ছিল, যারা না দেখেই কমেন্ট পড়তে এসেছেন তাদের কে বলবো দেখুন ভালো লাগবে"
Positive,"অসাধারন নাটকশামীম ভাই যেহেতু আছে তাহলে তো,মাজা হবে,চিল হবে,"
Positive,best  of Luke ... নাটকটা অনেক ভাল লাগচে  এমন নাটক আমরা আবার যেন পেতে পারি...##
Positive,অসাধারন একটা নাটক
Positive,আসলে নাটকটা অনেক  অনেক ভাল চিল তাদের তিন জনের অবিনয়টা অনেক  মজার চিল ...
Positive,ভালো কনসেপ্ট ছিলো... শামিম ইউ বিউটি.....
Positive,শামিম ইহ দা বেস্ট
Positive,শামিন is best
Positive,এক কথায় অসাধারণ
Positive,আমার দেখে সেরা  নাটকগুলোর মধ্যে একটি
Positive,ভালো লাগছে
Positive,নাটক এত মজা পেলাম হাসতে হাসতে মাথা নষ্টআমার লাইফে এরকম অবস্থা গেছে কাতার থেকে সবসময় আছি আপনাদের সাথে
Positive,অসাধারণ নাটক।।
Positive,সত্যি শামিম ভাইয়ের তুলনা হয় নাউনি যে একজন গুনি অভিনেতা সেটার প্রমান বার বার দিচ্ছেন।এই টাইপের গল্প দেখতে অনেক ভাল লাগে অনেক বছর পর দেখা হয় আর হ্যাপ্পি এন্ডিং হয়।সবাই ভাল কাজ করছে ধন্যবাদ সবাইকে
Positive,সত্যি শামিম ভাইয়ের তুলনা হয় নাউনি যে একজন গুনি অভিনেতা সেটার প্রমান বার বার দিচ্ছেন।এই টাইপের গল্প দেখতে অনেক ভাল লাগে অনেক বছর পর দেখা হয় আর হ্যাপ্পি এন্ডিং হয়।সবাই ভাল কাজ করছে ধন্যবাদ সবাইকে
Positive,"অসাধারণ একটি গল্প…শামীম আহমেদ সরকারের অভিনয় মন ছুঁয়ে যায় সবসময়। সাবিলা নূর এবং সাজ্জাদের অভিনয় সহ পুরু নাটকটাই ছিল এক কথায় অসাধারণ,অনেক ভালো লাগলো।"
Positive,ভালো ছিলো
Positive,সাবিলা নূর পুরা ফাটাইয়া অভিনয় করছে আর এরফান সাজ্জাদ এর সবসময় ভেজা বেড়াল এর অভিনয়টা just love
Positive,"ভাল লাগছে, শেষ দিকটা বেশি মজার ছিল।"
Positive,শামীম ভাই যেখানে আছে নাটক সুপার??
Positive,চরম একটা  দেখার মতো নাটক!  শামিম ভাই সেরা
Positive,শামিম ভাই যেখানে আছে সেখানে মজা তো হবেই।।just awesome
Positive,এই ঈদের সবথেকে জোশ নাটক
Positive,দেখা শুরু করলাম প্রিয় অভিনেতা ইরফান সাজ্জাদ আছে তো তাই
Positive,নতুনদের ভিতরে শামীম ভাই এর অভিনয়টা খুবই ভালো লাগে
Positive,অসাধারণ একটা নাটক। ভিন্নধর্মী কাহিনী।
Positive,"কেমনে কি, এক কথায় অসাধারণ।অনেক মজা পেলাম।"
Positive,অসাধারণ সমাপ্তি।
Positive,"নাটকটা দেখার মত হবে...  কেননা, সাবিলা নুর আর শামিম হাসান সরকার আছে আর সাজ্জাদ তো আছেই..  নাটক টা আসলেই মজার হবে..."
Positive,"সাবিলা নূর অসাধারণ অভিনয় করলো!! """
Positive,সুন্দর হইছে মম্মা।
Positive,অসাধারণ একটি নাটক
Positive,শামীম ভাইয়ের অভিনয় টা অনেক ভাল লাগল
Positive,শেষটা কিনতু দারুন হয়েছে
Positive,মজার নাটক
Positive,নাটকটা দেখে এতো ভালো লাগলো যা বোলে বুজানো জাবেনা।
Positive,অসাধারণ একটি নাটক
Positive,দারুন হয়েছে।
Positive,ঈদ  এ দেখা বেস্ট নাটক
Positive,অনেক দিন পর বাংলা নাটকে মন ভরল। সাবিলা নূর অসাধারন অভিনয় করেছে।ফিনিশিং টা জোশ ছিল।
Positive,অনেক দিন পরে ভালো একটা নাটক দেখলাম Tnx....
Positive,"সত্যি সুন্দর হয়েছে, হুম পরিচালক বুঝাতে চেয়েছে এই ভাবে বিয়ে করলে এই ভাবে পোহাতে হবে, সবাই যেন সম্মান নিয়ে বিয়ে করে"
Positive,ভাল লাগল নাটক টা দে‌খে।
Positive,নাটকটা অনেক ভালো ছিল shamim tamim is the best
Positive,শামিম ভাই।।।মুড টা ভাল করে দিলা।।।আর পলাশ ভাই তুমি অনেক দির যাও ভাই।।।। best of luck
Positive,"সুন্দর হয়েচে ঈদ মোবারক সবাই ভাল অভিনয় করেচেন অনেক সুন্দর হয়েচে,"
Positive,"আমি এর আগে,কখনো কোন নাটক দেখে কমেন্ট করিনি। এই ফার্স্ট কমেন্ট করছি। নাটক টা এক কথায় awesome ✊। অসাধারণ..........!"
Positive,শামিম ভাই সেরা
Positive,শামীম ভাইয়া চিল বড়ো।অসাধারণ বস
Positive,অনেক সুন্দর হইছে।
Positive,পুরাই ১ঘন্টা ৩৮ সেকেন্ড উপভোগ করছি মাজা আগেয়া   সামিম হাচার সরকার  কি দেখাইলা বস।
Positive,সমাপ্তি টা ভাল ছিল।
Positive,মনটা ভাল হইয়ে গেছে নাটক টা দেখে
Positive,শামিম ভাইয়ের অভিনয় তো Awesome
Positive,অনেক অনেক শুভ কামনা পলাশ ভাই
Positive,ওরে মাইয়া রে.... ভালোই  লাগলো নাটক টা
Positive,"এই ঈদে সবচেয়ে সুন্দর নাটক, অনেক ভাল লাগছে।"
Positive,সাবিলা নূরের অভিনয় অসাধারণ হয়েছে
Positive,শামিম হাসান সরকার যেহেতু আছে সেহেতু মজাতো হবেই. Best of luck shamim hashan sarkar
Positive,সত্যিই সেরা ছিলো পলাশ ভাই!সেরা আপনি সেরা পলাশ ভাই
Positive,"ভারতীয় সংস্কৃতির মাঝে যেনো আমাদের  সংস্কৃতি হারিয়ে না যায়।জয় হউক বাংলা নাটকের। আসুন বেশী করে বাংলা নাটক দেখি,দেশীয় সংস্কৃতি বাঁচিয়ে রাখি।চমৎকার একটি নাটক।"
Positive,অসাধারন নাটক।।
Positive,পলাশ ভাইয়ার প্রথম কাজ..... আশা করি ভাল হবে।
Positive,বাংলাদেশের টেলিফিল্ম পশ্চিমবঙ্গের টেলিফিল্মের থেকে অনেক বেশী সাবলীল l
Positive,এর চেয়ে ভাল নাটক হতে পারে না।আমার অনেক ভাল লাগছে।
Positive,অনেক ভালোবাসি আমি মিথিলা আপু কে।।।।।
Positive,আনন্দ খালেদের সাথে অপূর্বের বেশ জমে
Positive,অসাধারন অপূর্ব বস
Positive,"আমি প্রবাসি অস্টোলিয়ায় থাকি সময় পেলে বাংলা নাটক দেখি খুব ভালো লাগল,,,,,,,,,,,,"
Positive,"অপূর্ব ভাইয়ের প্রোপজটা খুবই অসাধারণ ছিল,,,, আর খালেদ ভাই এর মূল বচন ""জীবন তো একটাই """
Positive,One of the most beautyful drama... আজ তাকে কেন আগের মতো ভালো লাগে না??
Positive,অপূর্ব ভাইয়ের প্রতিটি নাটকেই আমাকে অনেক ভালো লাগে
Positive,বেশ ভালো নাটক অনেক মজার ছিল
Positive,মন ছুয়ে গেলো নাটকটা দেখে সত্যি অসাধারণ..!!
Positive,অসাধারণ যত বার দেখি তত বার দেখতে মন চায় অসাধারণ লাগে অপূর্ব এবং মিথিলা আপু ধন্যবাদ দুজন কে
Positive,বাংলাদেশ কে ভালোবাসবেন। প্রতিবার দেশপ্রেম বাড়বে যখনই নাটক দেখবেন।সবাই ভালো থাকুন।
Positive,অপূর্বর মতোই সুন্দর অপূর্বর নাটক গুলো অসাধারন
Positive,"সুন্দর একটা গল্প ,,"
Positive,এই নাটকটা আমার কাছে অনেক ভালো লাগছে
Positive,আসল ভালোবাসাটা এমনই হয়
Positive,ধন্যবাদ  পরিচালক  কে দারুন একটা নাটক
Positive,"ভাইয়া অপূর্ব ভাইয়ার এই নাটক টার ধারাবাহিকতায় আরও কিছু নাটক চাই, এই রকম টাইপের। এই নাটক গুলো থেকে inspiration  পাই। Batch  and Batch  last page নাটক দুইটা আমার জীবনে সেরা দুইটা নাটক, যা আমাকে প্রভাবিত করে। নাটক দুইটা যে কয়বার দেখেছি তার কোন ইয়ত্তা নেই।"
Positive,আমার দেখা সেরা নাটক
Positive,"প্রিয় অপুর্ব ভাইয়া, মিথিলা আপু,পরম শ্রদ্ধেয় মেহজাবিন আপু আমার  আন্তরিক  শুভেচছা  এতো  সুন্দর  একটা  কাজ উপহার দেয়ার জন্য।এভাবেই  আপনারা  অনেক  দূর এগিয়ে  জান সেই কামনাই করছি।অনেক  শুভ কামনা  রইল আপনাদের জন্য।আপনারা  অনেক  অনেক  ভালো  থাকবেন।।।"
Positive,অপুর্ব বস
Positive,"ব্যাচ -২৭ দেখলাম। তবে  আগে এ-র সিকুয়েলটি দেখেছি।তবে  আমার ""ব্যাচ -২৭"" ই ভালো লাগলো। অপূর্বর  অভিনয় অসাধারণ। পাইলট  এ-র বেশে সত্যি  পাইলট  ই লাগছিলো। যদি ও অপূর্ব র  পছন্দ   এই  নাটকের সিকুয়েলটি।মেহেজাবীনের  সাথে একটি  রেপিড  ফায়ার  অনুষ্ঠানে  তিনি  বলেছেন এই কথা। আমি ভারতীয়। ইউটিউবে বাংলাদেশের নাটক  দেখি, অসম্ভব ভালো লাগে। অপূর্ব অভিনীত নাটকগুলো খুব ভালো লাগে। এই সুন্দর, আবেগময় নাটকটি উপহার দেবার জন্য নাটকের গল্প লেখক ও পরিচালককে অনেক ধন্যবাদ।"
Positive,অসাধারন কাহিনি। সেই সাথে অপূর্ব মিথিলা নিখুঁত অভিনয় করেছেন।
Positive,কিছুই বলার নেই...Just Awesome!!!
Positive,কি প্রচন্ড শক্তিশালী গল্প। অসাধারন উপস্থাপনা। মিজানুর রহমান আরিয়ান বাংলা নাটককে অনেক উপরে নিয়ে গেছে। আরো ভালো কিছু চাই আপনার কাছে। অপেক্ষায় থাকবো।
Positive,নাটক যেমন সুন্দর নাটকের গান গুলো তেমনি সুন্দর
Positive,সত্যিই খুব অসাধারণ
Positive,অপূর্ব ভাই আর আরিয়ান ভাই খুব ভালো কাজ করেন
Positive,"সত্যিই একটা ভালো সিনেমা দেখলাম,খুব ভালো লাগলো,এমন গল্প দেখে মন ছুঁয়ে গেলো, আর অপূর্ব দাদা তোমাকে তো hats off ,এবং গানটা তো সত্যিই যতবার শুনি বারবার শুনতে ইচ্ছে করে"
Positive,আমি নিজেই একজন ভক্তিভগী  আজ প্রবাসে  মাঝেমধ্যে মাথার চুলটা ছিরতে চায় সে অনেক ভালো আছে তার জন্য দোয়া করি আমার চাইতে ভালো থাকে সর্বক্ষণ
Positive,তিথী অনেক ভালোবাশি
Positive,সত্যি ভালো লাগার মতো একটা নাটক অনেক ভালোবাসি তোমাকে অপূর্ব  ভাইয়া
Positive,"জীবনের সেরা নাটক দেখলাম,,,সুরগুলো অনেক সুন্দর ছিলো"
Positive,পৃথীবির সেরা নায়ক অপূর্ব।
Positive,অপূর্ব আর আনন্দ খালেদকে অসাধারণ মানায়
Positive,অপূৃর্ব বাংলার সেরা রোমান্টিক হিরো
Positive,ভালোই লাগলো
Positive,"নাটকটা দেখে ২০০৭ এর কথা মনে পরে গেল। যারা এক্স-ফেক্টর-১ নাটকটা দেখেছেন, তারাই বুঝবেন। অপুর্ব - মিথিলার সেই কেমিস্টি। বার বার দেখলেও মন ভরে না। যারা এক্স-ফেক্টর-১ নাটকটা যারা দেখেননি, তাদের দেখার আম্নত্রন রইল।"
Positive,I'm from India...but বাংলাদেশের নাটকগুলোর কাহিনী নিয়ে কোনো কথাই হবে না। বাংলাদেশের নাটকগুলোর মধ্যে না একটা আলাদা সরলতায় ভরা বাস্তবতা আছে যার সাথে নিজেদের জীবনের গল্পে গুলোর হিসাব অনায়াসে মেলানো যায়। বাংলাদেশের নাটকের খুব বড় ফ্যান হয়ে গেছি আমি।hats off to u guys এত ভালো নাটক গুলো উপহার দেওয়ার জন্য। India থেকে বাংলাদেশের নাটকগুলোর প্রতি ভালোবাসা রইল।
Positive,অসাধারণ নাটক
Positive,দুটা টেলিফিল্মের একটাতেও সাবটাইটেল নাই। মালেশিয়ান একটা বন্ধু ভালো বাংলাদেশি ড্রামা দেখতে চাইছিল। দেখাইতে চাইছিলাম এই দুটা...
Positive,"বহুবছর ধরে নাটক দেখছি , কিন্তু আমার দেখা সেরা নাটক এটা"
Positive,আমি বাংলাদেশি নাটকের ভক্ত বিশেষ করে অপূর্ব দার
Positive,বিলাইটা কিউট ছিল....
Positive,অসাধারণ নাটক
Positive,"হ্যালো বন্ধুরা আশা করি সবাই ভালো আছো. বাংলাদেশের নাটকের একটি নায়ক অপূর্ব. নামের মতোই তার অভিনয় সুন্দর. কথা বলার স্টাইল, চুল, ব্যবহার লোকের সাথে সব মিলিয়ে অল টাইম গ্রেট. আই লাভ অপূর্ব. কলকাতা থেকে SAMEER Khan."
Positive,জীবনের সেরা নাটক
Positive,ভাই আমি একটি বাস্তব জীবনের গল্প পাঠাতে চাই।কিন্তু কিভাবে পাঠাবো জানিনা। আমার বিশ্বাস আমার গল্পটা অপুর্ব ভাই সাজায়।তাহলে বাস্তব চরীত্র টা উঠে আসবে। কেউ কি আমাকে সাহায্য করবেন।প্লিজ।
Positive,অামার দেখা জীবনের সেরা নাটক এটা।
Positive,অসাধারণ নাটক !! আমার কয়েকবার দেখা হয়ে গেল !!
Positive,খুব ভালো লাগলো নাটকটি
Positive,অনেক ভালো হয়েছে নাইচ
Positive,আমার দেখা নাটক এর মদ্ধে  সেরা নাটক।  অনেক ভালো লাগলো।
Positive,আমার দেখা নাটকের মধ্যে সর্বকালের সেরা একটা নাটক। নাটকটা যতবার দেখি ততবারই নাটকের মধ্যে নিজেকে হারিয়ে ফেলি। নাটকটার পুরোটাই আমার জীবনের সাথে মিলে যায়।
Positive,আমার দেখা সেরা নাটকের একটি
Positive,বাংলা নাটকের ফ্যান হয়ে গেছি..দারুন
Positive,নাটকটি অপূর্ব  !!
Positive,অপূর্ব নাটক মানেই একটা রোমান্টিক গল্প! কি আর বলব অসাধারন!!
Positive,আবার দেখলাম ভালো লাগলো লাভ ইউ বস
Positive,আমার দেখা অপূর্ব ভাইয়ার শ্রেষ্ঠ নাটক  অনেক অনেক ভালোবাসা ভাইয়ার জন্য
Positive,বাংলাদেশের নাটক অনেক সুন্দর এবং অতি ভাল লাগছে
Positive,"এ যারা এই নাটক টা আর last part টা দেখেছেন, তারা like করবেন"
Positive,ভালোবাসা শুধুই ভালোবাসা
Positive,বাংলা নাঠক এতো সুন্দর   কেন.......
Positive,যত দেখি ততই ভালো লাগে love you bro
Positive,"অপূর্ব  ভাইয়ের মতো এমন পারফেক্ট হিরো গোটা বাংলাদেশে নেই। আমার চোখে উনার প্রত্যেকটি অভিনয়ই খুবই মনোমুগ্ধকর ও মানানসই। সুতরাং আমার মনের আদালত অর্থাৎ বিবেক যে রায় দিয়েছে, তা' হলো রিয়েল হিরোর মুকুট টি উনিই পাচ্ছেন।"
Positive,অসাধারন একটা নাটক।
Positive,ভাইয়ের নাম্বার যদি পাইতাম আমি অনেক খুশি হতাম
Positive,অপূর্ব অনেক ভালোবাসি তোমাকে।
Positive,অসাধারন সুন্দর হইছে আরিয়ান ভাইয়া। অনেক সুন্দর একটা নাটক।
Positive,@ Rafiath mithila আমার দেখা বেস্ট নাটক
Positive,আর কত বার দেখমু একটা নাটক খালি ভালোই লাগেআরো দেখুম  অপূর্ব I love you
Positive,অসাধারণ একটি গল্প
Positive,অপুর্ব মানেই অসাধারন কিছু উপহার
Positive,আমার দেখা সব চেয়ে সেরা নাটক
Positive,মহিলাটা মায়ের অভিনয় খুব ভাল করে
Positive,"সুন্দর একটা গল্প ,,, আমার জীবনের একটা পার্ট , এই নাটকে প্রকাশ পেয়েছে।I love you Apurba...."
Positive,কী যে কমু অসাধারন
Positive,"এই নাটক অনেক ভাল হয়েছে, পরিচালক কে ধন্যবাদ, এগিয়ে যাউ বাংলা নাটক"
Positive,অপূর্ব মানে অসাধারন বাংলাদেশে যদি কেউ থাকে তাহোলে এক জন আছে অপূর্ব  মাল একটা
